plant_id,plant_name,technology,capacity_kw,capacity_mw,capacity_factor,energy_mwh,plant_postcode,plant_ort,plant_municipality,plant_district,plant_location_id,substation_id,substation_name,substation_operator,substation_voltage,substation_type,distance_to_substation_m
SEE968400094268,FBR01_301624,Wind,3200.0,3.2,0.32,8970.24,3149,Forst,Forst (Lausitz),Spree-Neiße,SEL987515748668,1935,TST 1115,,,,3689.1883889903584
SEE984496697244,FBR02_301625,Wind,3200.0,3.2,0.32,8970.24,3149,Forst,Forst (Lausitz),Spree-Neiße,SEL987515748668,1935,TST 1115,,,,4036.2143748857975
SEE938117928439,FBR03_301626,Wind,3200.0,3.2,0.32,8970.24,3149,Forst,Forst (Lausitz),Spree-Neiße,SEL987515748668,1935,TST 1115,,,,4238.873253739225
SEE963670213463,FBR04_301627,Wind,3200.0,3.2,0.32,8970.24,3149,Forst,Forst (Lausitz),Spree-Neiße,SEL987515748668,1935,TST 1115,,,,4488.57859043596
SEE962877158751,FBR05_301628,Wind,3200.0,3.2,0.32,8970.24,3149,Forst,Forst (Lausitz),Spree-Neiße,SEL987515748668,1642,,,,,4844.372290359466
SEE947611851716,WEA 1 (100187297),Wind,2000.0,2.0,0.32,5606.400000000001,4936,Schlieben,Schlieben,Elbe-Elster,SEL921125814122,3248,,,,generation,1428.8794068319385
SEE920136677825,WEA 2 (100187278),Wind,2000.0,2.0,0.32,5606.400000000001,4936,Schlieben,Schlieben,Elbe-Elster,SEL921125814122,3248,,,,generation,1567.5665879699163
SEE972227183968,NM 67197-18 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,2948.5534864805827
SEE954058753930,WEA 3 (100187280),Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,1173.280448583987
SEE917204446353,NM 67189-19 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3099.2259819105707
SEE919365687262,WEA 01 - 201909,Wind,3075.0,3.075,0.32,8619.84,3103,Neu-Seeland,Neu-Seeland,Oberspreewald-Lausitz,SEL976306309614,1898,Umspannstation Proschim,UKA Netz GmbH,110000,distribution,734.1335269542146
SEE990715521641,NM 67191-20 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3307.979664725496
SEE908922735089,NM 67244-21 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL955123665264,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3779.373529033113
SEE938761100014,NM 67245-22 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL955123665264,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3861.426079338509
SEE942074708232,WEA 5 (100187263),Wind,2000.0,2.0,0.32,5606.400000000001,4936,Schlieben,Schlieben,Elbe-Elster,SEL921125814122,3248,,,,generation,2196.8557752086626
SEE911627871860,NM 67243-23 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3270.151262557737
SEE947455560041,NM 67250-24 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3334.514816303972
SEE990507859877,NM 67203-25 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,3423.9888843991907
SEE951912304895,NM 67192-26 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,2767.198978969778
SEE946219908723,NM 67215-27 (Nauen),Wind,1500.0,1.5,0.32,4204.8,14641,Nauen,Nauen,Havelland,SEL931161235959,1567,Neukammer,E.DIS Netz GmbH,110000,generation,2822.1741501529814
SEE922173449595,WEA 6 (100187301),Wind,2000.0,2.0,0.32,5606.400000000001,4936,Schlieben,Schlieben,Elbe-Elster,SEL921125814122,3248,,,,generation,2047.100727687783
SEE946200797336,WEA 7 (100187264),Wind,2000.0,2.0,0.32,5606.400000000001,4936,Schlieben,Schlieben,Elbe-Elster,SEL921125814122,3248,,,,generation,1836.8548233568595
SEE936260072245,WEA 13 (100187282),Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,879.4073207662584
SEE984045578161,WEA 14 (100187299),Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,3248,,,,generation,585.6760001003291
SEE973975044730,WEA 02 - 201910,Wind,3075.0,3.075,0.32,8619.84,3119,Welzow,Welzow,Spree-Neiße,SEL976306309614,1898,Umspannstation Proschim,UKA Netz GmbH,110000,distribution,237.62007097346932
SEE909308158874,WEA 03 - 201911,Wind,3075.0,3.075,0.32,8619.84,3119,Welzow,Welzow,Spree-Neiße,SEL976306309614,1898,Umspannstation Proschim,UKA Netz GmbH,110000,distribution,262.60235450453854
SEE904166445654,WEA 04 - 201955,Wind,2000.0,2.0,0.32,5606.400000000001,3119,Welzow,Welzow,Spree-Neiße,SEL976306309614,1898,Umspannstation Proschim,UKA Netz GmbH,110000,distribution,666.5339135865877
SEE905660044558,NX 85496-04,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL926340180953,2244,,,,minor_distribution,2008.1336100902067
SEE977216880767,PVA Cahnsdorf 3,Solare Strahlungsenergie,5760.0,5.76,0.12,6054.911999999999,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,2016,,,,,2492.894511787864
SEE934150037121,NX 85500-05,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL926340180953,2244,,,,minor_distribution,2283.280293062105
SEE968294520317,NX 85498-02,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL926340180953,2244,,,,minor_distribution,2382.6277267665687
SEE980784122528,NX 85499-01,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL926340180953,2244,,,,minor_distribution,2815.9343934204257
SEE909943400055,NX 85497-03,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL908783785155,2244,,,,minor_distribution,2069.255590787496
SEE942354822535,NX 85501-06,Wind,2400.0,2.4,0.32,6727.68,16866,Gumtow,Gumtow,Prignitz,SEL908783785155,2244,,,,minor_distribution,2410.086198705401
SEE975427932893,PVA Cahnsdorf BA2A 750 KWp,Solare Strahlungsenergie,660.0,0.66,0.12,693.792,15926,Luckau,Luckau,Dahme-Spreewald,SEL955853306444,2016,,,,,2424.212259913475
SEE991678444480,Frehne REpower 750 kw,Wind,600.0,0.6,0.32,1681.92,16945,Marienfließ,Marienfließ,Prignitz,SEL941611717737,1289,,,,generation,2975.041133694938
SEE977931002413,DE41.004 Solarpark Kunersdorf,Solare Strahlungsenergie,1206.0,1.206,0.12,1267.7471999999998,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL995373302076,3425,,,,,739.9413565046812
SEE963714653613,DE41.005 Solarpark Möglin,Solare Strahlungsenergie,1748.7,1.7487000000000001,0.12,1838.23344,15345,Reichenow-Möglin,Reichenow-Möglin,Märkisch-Oderland,SEL983106720051,3425,,,,,3594.599388886203
SEE968048596001,DE41.006 Solarpark Marienberg I,Solare Strahlungsenergie,603.0,0.603,0.12,633.8735999999999,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL983106720051,3425,,,,,4777.940396918181
SEE961519449240,DE41.006 Solarpark Marienberg II,Solare Strahlungsenergie,361.8,0.3618,0.12,380.32416,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL983106720051,3425,,,,,4749.51854326918
SEE927160692664,eno126010 - WEA3,Wind,4000.0,4.0,0.32,11212.800000000001,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL906398156773,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,926.5832958897188
SEE999904667498,DE49.004 Herzhorn BA1,Solare Strahlungsenergie,540.0,0.54,0.12,567.648,15345,Reichenow-Möglin,Reichenow-Möglin,Märkisch-Oderland,SEL983106720051,2521,Umspannwerk Ihlow,E.DIS Netz GmbH,110000,generation,5782.733686469469
SEE943463193158,eno126011 - WEA1,Wind,4000.0,4.0,0.32,11212.800000000001,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL911664689374,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,1389.0012412903918
SEE962032149693,DE49.004 Herzhorn BA2,Solare Strahlungsenergie,2592.9,2.5929,0.12,2725.65648,15345,Reichenow-Möglin,Reichenow-Möglin,Märkisch-Oderland,SEL983106720051,2521,Umspannwerk Ihlow,E.DIS Netz GmbH,110000,generation,5783.68788912712
SEE967110628695,eno126012 - WEA2,Wind,4000.0,4.0,0.32,11212.800000000001,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL911664689374,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,912.1242441371911
SEE956554329107,DE49.002 Kunersdorf 2 BA I,Solare Strahlungsenergie,540.0,0.54,0.12,567.648,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL956244291691,3425,,,,,622.7083565088075
SEE940672543453,DE49.002 Kunersdorf 2 BA II,Solare Strahlungsenergie,1200.0,1.2,0.12,1261.44,16269,Bliesdorf,Bliesdorf,Märkisch-Oderland,SEL983106720051,3425,,,,,636.2648943357365
SEE908274809704,eno126013 - WEA5,Wind,4000.0,4.0,0.32,11212.800000000001,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL906398156773,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,286.7542704559435
SEE971863655501,DE49.003 Frankenfelde BA I,Solare Strahlungsenergie,600.0,0.6,0.12,630.72,15345,Reichenow-Möglin,Reichenow-Möglin,Märkisch-Oderland,SEL983106720051,2521,Umspannwerk Ihlow,E.DIS Netz GmbH,110000,generation,6813.2038928359125
SEE974725664215,eno126014 - WEA4,Wind,4000.0,4.0,0.32,11212.800000000001,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL911664689374,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,606.2933131710405
SEE999245695310,DE49.003 Frankenfelde BA II,Solare Strahlungsenergie,6360.0,6.36,0.12,6685.6320000000005,15345,Reichenow-Möglin,Reichenow-Möglin,Märkisch-Oderland,SEL983106720051,2521,Umspannwerk Ihlow,E.DIS Netz GmbH,110000,generation,6751.398965089339
SEE984104344720,Beeskow-Hufenfeld 13506,Wind,2000.0,2.0,0.32,5606.400000000001,15848,Rietz-Neuendorf,Rietz-Neuendorf,Oder-Spree,SEL969437347563,1518,Beeskow,EON_edis,110000,transmission,601.8990856171143
SEE915910013586,SNM WEA02,Wind,3450.0,3.45,0.32,9671.04,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL901301448884,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,1453.1307192656373
SEE972204801090,SNM WEA04,Wind,3450.0,3.45,0.32,9671.04,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL901301448884,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,1713.40017180465
SEE907499308047,SNM WEA05,Wind,3450.0,3.45,0.32,9671.04,17291,Nordwestuckermark,Nordwestuckermark,Uckermark,SEL901301448884,2691,UW Gollmitz,E.DIS Netz GmbH,110000,generation,1257.443657318193
SEE902178465004,WEA 02,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,2054.5404817010453
SEE928697831229,Tantow WEA 1,Wind,3600.0,3.6,0.32,10091.52,16307,Tantow,Tantow,Uckermark,SEL907345538048,2684,Umspannwerk Tantow,Enertrag,110000,generation,1592.9187082452836
SEE981028892092,Tantow WEA 2,Wind,3600.0,3.6,0.32,10091.52,16307,Tantow,Tantow,Uckermark,SEL907345538048,2684,Umspannwerk Tantow,Enertrag,110000,generation,1407.4145037588694
SEE950661423079,Tantow WEA 3,Wind,3600.0,3.6,0.32,10091.52,16307,Tantow,Tantow,Uckermark,SEL907345538048,2684,Umspannwerk Tantow,Enertrag,110000,generation,1621.2875992249844
SEE958993054329,DE49.005 Wriezen BA I,Solare Strahlungsenergie,603.0,0.603,0.12,633.8735999999999,16269,Wriezen,Wriezen,Märkisch-Oderland,SEL983106720051,1713,Wriezen Höhe,E.DIS Netz GmbH,110000,generation,1271.2862128121005
SEE960008225969,CEE Windpark WölsickendorfGmbH & Co.KG WEA 04,Wind,4200.0,4.2,0.32,11773.44,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL922783493230,3285,TS Dannenberg Bodenseichen,,,minor_distribution,3509.2415691744677
SEE978459819026,WP Großrössen II WEA 3 1380305,Wind,3500.0,3.5,0.32,9811.2,4895,Großrössen,Falkenberg/Elster,Elbe-Elster,SEL956235989026,3383,Umspannwerk Großrössen,,110000,generation,931.9732477790499
SEE902647945990,WP Großrössen II WEA 4 - 1380306,Wind,3500.0,3.5,0.32,9811.2,4895,Beyern,Falkenberg/Elster,Elbe-Elster,SEL956235989026,3383,Umspannwerk Großrössen,,110000,generation,1095.562206722674
SEE976755094376,WEA 3 / 48100,Wind,600.0,0.6,0.32,1681.92,16945,Meyenburg,Meyenburg,Prignitz,SEL941611717737,1289,,,,generation,2947.271516863423
SEE908747707285,CEE Windpark Wölsickendorf GmbH & Co.KG WEA 02,Wind,4200.0,4.2,0.32,11773.44,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL922783493230,3285,TS Dannenberg Bodenseichen,,,minor_distribution,3820.4606117343733
SEE991768751139,CEE Windpark Wölsickendorf GmbH & Co.KG WEA 01,Wind,4200.0,4.2,0.32,11773.44,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL922783493230,3285,TS Dannenberg Bodenseichen,,,minor_distribution,4209.501634654666
SEE954608652348,CEE  Windpark Wölsickendorf GmbH & Co. KG WEA 03,Wind,4200.0,4.2,0.32,11773.44,16259,Falkenberg,Falkenberg,Märkisch-Oderland,SEL922783493230,3285,TS Dannenberg Bodenseichen,,,minor_distribution,3399.021301502702
SEE957882492013,CEE Windpark Vormark WEA 1,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Heiligengrabe,Ostprignitz-Ruppin,SEL938339275922,2163,,,,minor_distribution,1246.2572377372255
SEE997804412248,WEA 03,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,2274.7262466863
SEE973024157503,Photovoltaikkraftwerk Groß Dölln 1 GmbH & Co. KG,Solare Strahlungsenergie,12600.0,12.6,0.12,13245.119999999999,17268,Templin,Templin,Uckermark,SEL925749415239,2859,,E.DIS Netz GmbH,,minor_distribution,629.3904918640046
SEE917243352219,Photovoltaikkraftwerk Groß Dölln 7 GmbH & Co. KG,Solare Strahlungsenergie,10800.0,10.8,0.12,11352.96,17268,Templin,Zehdenick,Oberhavel,SEL925749415239,2859,,E.DIS Netz GmbH,,minor_distribution,629.3904918640046
SEE979681487137,Photovoltaikkraftwerk Groß Dölln 8 GmbH & Co. KG,Solare Strahlungsenergie,10800.0,10.8,0.12,11352.96,17268,Templin,Zehdenick,Oberhavel,SEL942335839958,2859,,E.DIS Netz GmbH,,minor_distribution,629.3904918640046
SEE946774523102,Photovoltaikkraftwerk Alt Daber 1 GmbH & Co. KG,Solare Strahlungsenergie,4800.0,4.8,0.12,5045.76,16909,Wittstock,Wittstock/Dosse,Ostprignitz-Ruppin,SEL984738148374,2048,,,,,3357.7393139679957
SEE942998276824,Photovoltaikkraftwerk Alt Daber 3 GmbH & Co. KG,Solare Strahlungsenergie,6400.0,6.4,0.12,6727.679999999999,16909,Wittstock,Wittstock/Dosse,Ostprignitz-Ruppin,SEL980277384808,2048,,,,,3357.7393139679957
SEE934494545610,Photovoltaikkraftwerk Alt Daber 4 GmbH & Co. KG,Solare Strahlungsenergie,4800.0,4.8,0.12,5045.76,16909,Wittstock,Wittstock/Dosse,Ostprignitz-Ruppin,SEL980277384808,2048,,,,,3357.7393139679957
SEE934371412233,Photovoltaikkraftwerk Alt Daber 5 GmbH & Co. KG,Solare Strahlungsenergie,4800.0,4.8,0.12,5045.76,16909,Wittstock,Wittstock/Dosse,Ostprignitz-Ruppin,SEL980277384808,2048,,,,,3357.7393139679957
SEE965515116687,WEA 11,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,2616.8559961726114
SEE955462659801,WEA 09 - 202885,Wind,3075.0,3.075,0.32,8619.84,3238,Göllnitz,Sallgast,Elbe-Elster,SEL918427356177,2443,,,110000,generation,1467.3096472387247
SEE939435215355,WEA 12,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,2890.045339558432
SEE906728552657,WEA 08,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,2582.2365473565233
SEE948871690534,WEA 15,Wind,3450.0,3.45,0.32,9671.04,17291,Prenzlau,Prenzlau,Uckermark,SEL900008240609,1111,Bandelow Dorf I,E.DIS Netz GmbH,,minor_distribution,3366.628721096997
SEE928602328066,WEA 44011,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,3142,,,,minor_distribution,3130.4653293522015
SEE962826340725,WEA 01,Wind,2000.0,2.0,0.32,5606.400000000001,3042,Cottbus,Cottbus,Cottbus,SEL984545568631,1449,Cottbus/Nord,,110000,transmission,214.20703656859703
SEE924174841729,CEE Windpark Vormark WEA 2,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Heiligengrabe,Ostprignitz-Ruppin,SEL938339275922,3418,,,,,878.049402278415
SEE922077100103,CEE Windpark Vormark WEA 3,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Heiligengrabe,Ostprignitz-Ruppin,SEL938339275922,3418,,,,,1082.897672011278
SEE922235577419,WEA 44027,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1716,,,,distribution,888.5976451676323
SEE960593022271,CEE Windpark Vormark WEA 4,Wind,3450.0,3.45,0.32,9671.04,16928,Groß Pankow,Heiligengrabe,Ostprignitz-Ruppin,SEL938339275922,3418,,,,,647.4396110241503
SEE962271628874,AVIA Windpark III GmbH & Co. KG WEA 01,Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,1126,,,,generation,1504.511779538474
SEE945070824036,AVIA Windpark III GmbH & Co. KG WEA 02,Wind,2000.0,2.0,0.32,5606.400000000001,3253,Doberlug-Kirchhain,Doberlug-Kirchhain,Elbe-Elster,SEL921125814122,1126,,,,generation,1504.511779538474
SEE935818412489,WEA 44065,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,3142,,,,minor_distribution,2594.6439299002427
SEE963921215017,WEA 44066,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1896,,,,,2878.7641324406136
SEE948679080308,WEA 44067,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1906,,,,,3380.552913921808
SEE994292017221,WEA 44068,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1906,,,,,3396.0912232915307
SEE954580861813,WEA 44069,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1896,,,,,3131.5660826468043
SEE910996936538,WEA 44070,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,3142,,,,minor_distribution,2874.4783961986623
SEE993846276503,WEA 44071,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1896,,,,,2079.4862846097285
SEE900673487774,WEA 44072,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1896,,,,,2536.2788298603973
SEE920603747563,WEA 44073,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1896,,,,,2671.9508927859833
SEE923300618402,WEA 44074,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1583,,,110000,distribution,4251.088599346398
SEE995642211719,WEA 44075,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1906,,,,,3254.80943258255
SEE967034791659,WEA 44076,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1583,,,110000,distribution,4108.208506847696
SEE960989715879,WEA 44077,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1583,,,110000,distribution,4375.368876462904
SEE950953341739,WEA 44286,Wind,2000.0,2.0,0.32,5606.400000000001,15913,Märkische Heide,Märkische Heide,Dahme-Spreewald,SEL999930388596,1716,,,,distribution,2003.3923202942697
SEE919635817139,WEA 1 / 80930,Wind,2000.0,2.0,0.32,5606.400000000001,16306,Hohenselchow-Groß Pinnow,Hohenselchow-Groß Pinnow,Uckermark,SEL946360652124,2862,Umspannwerk Woltersdorf,ENERTRAG,110000,distribution,122.82590083441525
SEE909149311575,WEA 02,Wind,2000.0,2.0,0.32,5606.400000000001,3052,Cottbus,Cottbus,Cottbus,SEL984545568631,1449,Cottbus/Nord,,110000,transmission,229.9365845791033
SEE937251490390,WEA 03,Wind,2000.0,2.0,0.32,5606.400000000001,3052,Cottbus,Cottbus,Cottbus,SEL984545568631,1420,Cottbus/Halde,envia,110000,transmission,483.50088688917464
SEE954057928445,WEA 04,Wind,2000.0,2.0,0.32,5606.400000000001,3042,Cottbus,Cottbus,Cottbus,SEL984545568631,1449,Cottbus/Nord,,110000,transmission,1102.010861145769
SEE939887373290,WEA 05,Wind,2000.0,2.0,0.32,5606.400000000001,3042,Cottbus,Cottbus,Cottbus,SEL984545568631,1449,Cottbus/Nord,,110000,transmission,1416.447776665504
SEE950647294372,WEA 06,Wind,2000.0,2.0,0.32,5606.400000000001,3042,Cottbus,Cottbus,Cottbus,SEL984545568631,1420,Cottbus/Halde,envia,110000,transmission,133.2723761342729
SEE981202174495,W 6,Wind,4200.0,4.2,0.32,11773.44,16278,Angermünde,Angermünde,Uckermark,SEL911905845828,2931,TS Görlsdorf WW,E.DIS,,minor_distribution,2123.8832418795764
SEE987495987002,WEA 1 / 826068,Wind,2300.0,2.3,0.32,6447.360000000001,16845,Wildberg,Temnitztal,Ostprignitz-Ruppin,SEL998897568959,2172,,,,minor_distribution,5952.131819258558
SEE927583157849,WEA 2 / 826069,Wind,2300.0,2.3,0.32,6447.360000000001,16845,Wildberg,Temnitztal,Ostprignitz-Ruppin,SEL998897568959,2172,,,,minor_distribution,5641.593565049817
SEE999328619189,WEA 3 / 826070,Wind,2300.0,2.3,0.32,6447.360000000001,16845,Wildberg,Temnitztal,Ostprignitz-Ruppin,SEL998897568959,2172,,,,minor_distribution,5280.863383923632
SEE961753449372,WEA 5 / 826072,Wind,2300.0,2.3,0.32,6447.360000000001,16845,Wildberg,Temnitztal,Ostprignitz-Ruppin,SEL998897568959,2172,,,,minor_distribution,5223.974109237626
SEE971289933689,WEA 1 / 83274,Wind,2500.0,2.5,0.32,7008.0,16818,Kränzlin,Märkisch Linden,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,512.223641360007
SEE970148564620,WEA 2 / 83275,Wind,2500.0,2.5,0.32,7008.0,16818,Märkisch Linden,Dabergotz,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,744.3567700388583
SEE924058838081,WEA 3 / 83276,Wind,2500.0,2.5,0.32,7008.0,16818,Märkisch Linden,Dabergotz,Ostprignitz-Ruppin,SEL910248142755,1818,Kränzlin,E.DIS Netz GmbH,110000,generation,1168.4089521969747
